text,label
Cho em hỏi viết hộ tôi một bài thơ về tình cảm gia đình cha mẹ hay và ý nghĩa giúp em,out-of-scope
Chào bác sĩ ạ lợi ích của việc chạy bộ 30 phút vào mỗi buổi sáng/tối xin cảm ơn bác sĩ,faq
Cho em hoi lieu luong uong metformin ha duong huyet cho nguoi bi chong mat nhu the nao giup em voi a,medical
Dạ thưa bác sĩ sự khác biệt giữa ibuprofen và aspi trong chữa trị đau đầu ạ xin cảm ơn,medical
Da bac si cahc viet code python dep thu hut nieu luot tuong tac nhe bac si,out-of-scope
Dạ bác sĩ liều lượng uống pana cho người bị chóng mặt như thế nào nha,medical
Bac si tu van giup em an gi hoac kien gi de giu dagn thon gon tot nhat xin cam on bac si,faq
Dạ bác sĩ cho em hỏi lợi ích của việc giãn cơ thư dãn vào mỗi buổi sáng/tối xin cảm ơn bác sĩ,faq
"Moi nguoi cho em hoi con uong nham dau hoa sui bot mep, cuu mang voi a?",emergency
Bac si oi Dau nhuc dau am i vung sau gay sau khi thuc dem lam viec met moi a xin cam on,medical
Bác sĩ ơi cho em hỏi tìm hiểu về sự phát triển của AI thế kỷ 21 trong lịch sử/khoa học với ạ,out-of-scope
Mọi người cho em hỏi làm thế nào để lập trình web bằng Photoshop,out-of-scope
Mọi người cho em hỏi làm sao để bảo vệ hệ tiêu hóa khi làm việc văn phòng nhiều giúp em với ạ,faq
Em chào bác sĩ ạ thuốc asprin có tương tác với các loại thuốc điều trị huyết áp cao không ạ xin cảm ơn nhiều,medical
Em muon hoi la tre em duoi 6 tuoi uong thuoc tieu duong metformin lieu bao nhieu la an toan a xin cam on nhieu,medical
"Bac si dai dap giup em con uon nham thuoc tru sau sui bot mep, cuu man voi voi a",emergency
Chao bac si a Bi xuoc da dau goi rom it mau sau khi nga xe nhe noai doung a !,medical
Da cho em hoi tac dung phu cua met khi dung chugn voi khang sin amoxicillin la gi nhe bac si,medical
"Thua bac si Nguoi nha dot ngot bi te nga bat tinh, co giat toan than tron mat sui bot mep nha bac si",emergency
Bac si giai dap giup em Khan cap! Tre bi hoc hat nhan di vat duong tho tac nghen hoan toan dang tim tai moi khong tho duoc giup em,emergency
Cho hoi lam the nao de thiet ke do hoa bang AI Generative tools the a,out-of-scope
Dạ cho em hỏi cấp cứu gấp người bị gãy xương đùi đâm thủng da đột ngột ngất xỉu tím tái toàn thân ạ?,emergency
Cho em hoi ti a cach hoc tieng Anh giao tiep dep thu hut nhieu luot tuong tac a cam on bac si,out-of-scope
Chào bác sĩ ạ dự báo thời tiết hôm nay tại Thành phố Hồ Chí Minh thế nào ạ xin cảm ơn,out-of-scope
Cho em hoi lam sao de bao ve khop xuong co tay khi lam viec van phong nhieu a,faq
Bac si oi cho em hoi an gi hoac kieng gi de giu dang thon gon tot nat nhe bac si,faq
"Chao bac si a khan cap benh nhan phan ve do nang sau tiem thuoc dang ngung tho, co can ho hap nhan tao khong a?",emergency
"Cho em hỏi khẩn cấp bệhn nân bỏng nặng toàn thân do nổ bình gas đang ngừng thở, có cần hô hấp nhân tạo khôn thế ạ",emergency
Cho em hoi lam the nao de thiet ke do hoa bang Premiere Pro a em cam on bac si,out-of-scope
Thưa bác sĩ ăn gì hoặc kiêng gì để tăng cường trí nhớ tốt nhất giúp em với ạ,faq
Da thua bac si cap cuu gap nguoi bi hon me sau khong phan ung dot ngot ngat xiu tim tai toan than a em cam on,emergency
Cho em hoi ti a Cam giac dau tuc nguc am i nhe keo dai vai tuna nay co can di kham tim mach kohng,medical
Cho em hỏi thuốc ibup được chỉ định để điều trị sốt ạ xin cảm ơn,medical
Mọi người cho em hỏi người nhà bị đột quỵ não liệt hoàn toàn nửa người đang rất nguy hiểm tính mạng cứu với ạ xin cảm ơn,emergency
"Cho hoi tai nan xe may lam nan nhan bi phan ve do nang sau tiem thuoc chay mau o at, lam sao cam mau giup em",emergency
Bác sĩ cho em hỏi chút ạ tìm hiểu về khảo cổ học Ai Cập cổ đại trong lịch sử/khoa học ạ xin cảm ơn,out-of-scope
Dạ cho em hỏi phụ nữ có thai có được sử dụng ibu để chữa mất ngủ với ạ,medical
Alo bac si nhung thoi quen tot giup nang cao suc khoe tinh than nhe bac si,faq
Dạ bác sĩ cho em hỏi tác dụng của tinh bột nghệ đối với sức khỏe là gì ạ cảm ơn bác sĩ,faq
Moi nguoi cho em hoi lam the nao de hoc tieng Anh giao tiep bang React va Nodejs giup em,out-of-scope
Cho em hỏi tí ạ bệnh nhân huyết áp cao có cần kiêng khem gì khi uống metfor không giúp em,medical
Da cho em hoi lieu luon uong pcm cho nguoi bi mat ngu nu the nao giup em voi a,medical
Bác sĩ tư vấn gipú em làm thế nào để tnăg cân lành mạnh hiệu quả nhất tại nhà ạ !,faq
Bác sĩ ơi cho em hỏi lợi ích của việc uống một ly nước ấm vào mỗi buổi sáng/tối giúp em,faq
Bac si giai dap giup em thuoc asprin chong dong mau duoc chi dinh de dieu tri dau dau,medical
Bac si oi tim hieu ve khao co hoc Ai Cap co dai trong lich su/khoa hoc the a,out-of-scope
Thua bac si nguoi nha bi vo mach mau phun thanh tia dang rat nguy kich cuu voi nha,emergency
Bác sĩ giải đáp giúp em tác dụng phụ của thuốc hạ sốt paracetamol khi dùng chung với aspirin là gì ạ em cảm ơn bác sĩ,medical
Bác sĩ ơi dúp em với Cấp cứu tai nạn lao độn bị đứt động mạch cán tay máu phun thành tia xối xả làm sao cầm máu khẩn cấp với ạ,emergency
Bác sĩ cho em hỏi chút ạ hướng dẫn các bước vệ sinh điều hòa tại nhà chi tiết giúp em,out-of-scope
Alo bác sĩ làm sao để bảo vệ não bộ và hệ thần kinh khi làm việc văn phòng nhiều nhe bác sĩ,faq
Bac si tu van giup em toi uong ibuf qua lieu thi nen xu ly the nao a,medical
Tôi bị chóng mặt thì có nên uống thuốc tiểu đường metfodmin khôn thế ạ,medical
Alo bác sĩ chatbot y tế này có những tính năng gì vậy ạ em cảm ơn,faq
Bac si tu van giup em nhung thoi quen tot giup nang cao tuoi tho co the nhe bac si,faq
Cho em hỏi tí ạ tìm hiểu về sự phát triển của AI thế kỷ 21 trong lịch sử/khoa học với ạ,out-of-scope
Bac si oi bi dot quy chan thuong so nao mau chay nhieu meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi nhe bac si,emergency
Bác sĩ giải đáp giúp em thuốc para có tương tác với các loại thuốc điều trị tăng huyết áp không ạ xin cảm ơn nhiều,medical
Bác sĩ ơi ăn gì hoặc kiêng gì để chăm sóc da mụn tốt nhất giúp em,faq
Bác sĩ ơi giúp em với ăn gì hoặc kiêng gì để tăn sự tập chun tốt nhất xin cảm ơn bác sĩ,faq
Em muốn hỏi là viết hộ tôi một bài thơ về mùa thu lá rụng hay và ý nghĩa xin cảm ơn bác sĩ,out-of-scope
Cho hỏi tôi muốn đầu tư vào vàng vật chất thì nên bắt đầu từ đâu giúp em với ạ,out-of-scope
Dạ bác sĩ cho em hỏi lợi ích của việc đi bộ nhẹ nhàng vào mỗi buổi sáng/tối nhe bác sĩ,faq
Em chào bác sĩ ạ phụ nữ có thai có được sử dụng amoxi để chữa sốt nha bác sĩ,medical
Thua bac si tim hieu ve khao co hoc Ai Cap co dai trong lich su/khoa hoc a xin cam on nhieu,out-of-scope
Thua bac si chi giup toi con thuc lam kim chi Han Quoc nogn chuan vi voi a?,out-of-scope
Cho em hỏi tí ạ Thỉnh thoảng bị tê bì đầu ngón tay nhẹ hoặc châm chích ở cánh tay với ạ,medical
Em chao bac si a lam the nao de cai thien giac ngu ngon hieu qua naht tai nha xin cam on bac si,faq
Cho em hoi ti a lam the nao de chinh sua video ngan bang Premiere Pro nha,out-of-scope
Bac si cho em hoi chut a toi bi dau dau thi co nen uong pcm khong,medical
Cho hỏi ăn gì hoặc kiêng gì để giữ dáng thon gọn tốt nhất,faq
Bac si giai dap giup em tim hieu ve su phat trein cua AI the ky 21 trong lich su/khoa hoc a cam on bac si,out-of-scope
"Cho em hỏi tí ạ khẩn cấp bệnh nhân đuiố nước đang ngừng thở, có cần hô hấp nhân tạo không xin cảm ơn bác sĩ",emergency
Dạ cho em hỏi Người nà bị ngã từ tầng cao suốn chấn thương sọ não máu chảy niều ở đầu và tai mũi ạ xin cảm ơn,emergency
Tai sao dung asprin chong dong mau lai gay buon ngu hoac chong mat nhe bac si,medical
Bác sĩ ơi tác dụng của mật ong ấm đối với sức khỏe là gì ạ cảm ơn bác sĩ,faq
Moi nguoi cho em hoi tac dung cua mat ong am doi voi suc khoe la gi,faq
Chào bác sĩ ạ lưu ý quan trọng nhất khi sử dụng aspirin là gì nha bác sĩ,medical
Cho em hoi ti a lam sao de bao ve suc kohe tim mach khi lam viec van phong nhieu nha bac si,faq
Da bac si cho em hoi Cap cuu! Con dau that bop nghet long nguc lan ra ham va sau lung kem kho tho du doi voi a,emergency
Cho em hỏi tí ạ viết hộ tôi một bài thơ về quê hương đất nước hay và ý nghĩa ạ?,out-of-scope
Chao bac si a dung thuoc khang viem ibuprofen keo dai co gay suy gan hay suy than khong a cam on bac si,medical
Bác sĩ ơi cho em hỏi cơ chế tác động của ibu trong điều trị roi loan td là gì ạ?,medical
Bác sĩ ơi cho em hỏi bị đột quỵ bỏng nặng toàn thân do nổ bình gas méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì,emergency
Bác sĩ ơi liều lượng uống ibup cho người bị đau đầu như thế nào giúp em,medical
Bac si oi giup em voi bi dot quy hon me sau khong phan ung meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi a em cam on,emergency
Bác sĩ tư vấn giúp em ăn gì hoặc kiêng gì để giảm đau mỏi vai gáy tốt nhất ạ xin cảm ơn,faq
Dạ bác sĩ cho em hỏi chỉ giúp tôi công thức nấu lẩu thái chua cay ngon chuẩn vị với ạ,out-of-scope
Thuốc paracetamol có tương tác với các loại tuhốc điều trị bệnh cao huyết áp không ạ !,medical
Bác sĩ ơi cho em hỏi tác dụng của tỏi đen đối với sức khỏe là gì na bác sĩ,faq
Alo bác sĩ tại sao dùng met lại gây buồn ngủ hoặc chóng mặt ạ em cảm ơn,medical
Em chào bác sĩ ạ hướng dẫn các bước sửa xe máy bị ngập nước tại nhà chi tiết với ạ,out-of-scope
Bác sĩ giải đáp giúp em tìm hiểu về hệ mặt trời và các hành tinh trong lịch sử/khoa học ạ em cảm ơn,out-of-scope
"Chao bac si a khan cap benh nhan di vat duong tho tac hoan toan dang ngung tho, co can ho hap nhan tao khong a em cam on bac si",emergency
Chao bac si a tac dung cua toi den doi voi suc khoe la gi a?,faq
Alo bac si tac dung cua tra hoa cuc doi voi suc khoe la gi a cam on bac si,faq
Cho hoi nhung thoi quen tot giup nang cao suc khoe tinh than,faq
Bác sĩ ơi giúp em với làm thế nào để ổn định hệ tiuê hóa hiệu quả nhtấ tại nhà ạ?,faq
Cho em hoi ti a cach thiet ke do hoa dep thu hut nhieu luot tuong tac nhe bac si,out-of-scope
Alo bác sĩ ăn gì hoặc kiêng gì để giảm đau mỏi vai gáy tốt nhất ạ cảm ơn bác sĩ,faq
Bác sĩ ơi cho em hỏi tôi muốn đầu tư vào vàng vật chất thì nên bắt đầu từ đâu thế ạ,out-of-scope
Cho em hoi benh nhan tieu duong co can kieng khem gi khi uong thuoc tim mach aspirin khong voi a,medical
Moi nguoi cho em hoi Be sot cao tren 39.5 do dot ngot co giat lien hoi tron mat tim tai moi nha,emergency
Cho hỏi ăn gì hoặc kiêng gì để tăn cường thể lực tốt nhất nha bác sĩ,faq
Tác dụng của nhân sâm đối với sức khỏe là gì giúp em với ạ,faq
Bác sĩ tư vấn giúp em bệnh nhân cholestedol cao có cần kiêgn khem gì khi uống aspdin chống đông máu khôgn ạ xin cảm ơn nhiều,medical
Dạ bác sĩ cho em hỏi chỉ giúp tôi công thức nấu phở bò Hà Nội ngon chuẩn vị với xin cảm ơn bác sĩ,out-of-scope
Da thua bac si Bi bong gan nhe co chan gay sung tay dau nhuc khi van dong manh a xin cam on nhieu,medical
"Bac si tu van giup em bi co giat tron mat sui bot mep kem va mo hoi lanh ngat nguy kich qua, phai so cuu sao the a",emergency
"Cho hoi Khan cap! Nguoi benh dot ngot meo mieng, liet hoan toan mot ben nguoi va khong the noi ro tieng a",emergency
Thưa bác sĩ tôi bị đau bụng thì có nên uống thuốc amox không ạ em cảm ơn,medical
"Moi nuoi cho em hoi tai nan xe may lam nan nhan bi vo mach mau phun thanh tia chay mau o at, lam sao cam mau nhe bac si",emergency
Cho hỏi chatbto y tế này có nữhng tính năng gì vậy nha bác sĩ,faq
Bác sĩ tư vấn dúp em lợi ích của việc giãn cơ thư giãn vào mỗi buổi sáng/tối nha,faq
Dạ bác sĩ liều lượng uống metfor cho người bị sốt như thế nào ạ xin cảm ơn,medical
Cho em hỏi tác dụn của nước ép cần tây đối với sức khỏe là gì ạ em cảm ơn,faq
Da bac si cho em hoi huong dan cac buoc ve sinh dieu hoa tai nha chi tiet a em cam on bac si,out-of-scope
"Bac si oi con uong nham thuoc diet co paraquat sui bot mep, cuu mang voi dup em",emergency
Bac si oi giup em voi lieu luong uon pcm cho nguoi bi dau bung nhu the nao a?,medical
Alo bác sĩ tác dụng của sữa chua không đường đối với sức khỏe là gì nhe bác sĩ,faq
Da thua bac si co che tac dong cua ibuf trong dieu tri ha la gi a?,medical
Bác sĩ giải đáp giúp em Bé sốt cao trên 39.5 độ đột ngột co dật liên hồi trợn mắt tím tái môi ạ?,emergency
"Em chao bac si a con uong nham nouc tay bon cau sui bot mep, cuu mang voi a em cam on",emergency
Bac si giai dap giup em viet ho toi mot bai tho ve tinh cam gia dinh cha me hay va y nghia xin cam on bac si,out-of-scope
Em chao bac si a lam the nao de thiet ke do hoa bang Photoshop a !,out-of-scope
Cho hỏi tác dụng của mật ong ấm đối với sức khỏe là gì ạ cảm ơn bác sĩ,faq
"Bác sĩ tư vấn giúp em Khẩn cấp! Người bệnh đột ngột méo miệng, liệt hoàn toàn một bên người và không thể nói rõ tiếng với ạ",emergency
Chào bác sĩ ạ tìm hiểu về hệ mặt trời và các hành tinh trong lịch sử/khoa học ạ cảm ơn bác sĩ,out-of-scope
Cho em hoi nhung thoi quen tot giup nang cao tuoi tho co the giup em,faq
"Da thua bac si Cap cuu gap nguoi benh ngung tuan hoan, ngung tho hoan toan long nguc khong phap phong xin cam on bac si",emergency
Bac si dai dap giup em du bao thoi tiet hom nay tai Ha Noi the nao xin cam on bac si,out-of-scope
Da bac si an gi hoac kieng gi de cham soc da mun tot nhat a em cam on,faq
Da bac si cho em hoi du bao thoi tiet hom nay tai Da Lat the nao giup em,out-of-scope
Bac si oi cach hoc tieng Anh giao tiep dep thu hut nhieu luot tuong tac a xin cam on nhieu,out-of-scope
Viết hộ tôi một bài thơ về tình cảm gia đình cha mẹ hay và ý nghĩa ạ em cảm ơn,out-of-scope
Alo bac si toi bi dau dau thi co nen uon asprin khon a,medical
Cho em hoi ti a Thinh thoang bi te bi dau ngon tay nhe hoac cham chich o canh tay giup em voi a,medical
Da bac si cach viet code python dep thu hut nhieu luot tuong tac a !,out-of-scope
"Da bac si cho em hoi con uong nham thuoc diet co paraquat sui bot mep, cuu mang voi a xin cam on",emergency
Bác sĩ cho em hỏi chút ạ thời điểm uống para tốt nhất trong ngày là lúc nào nhé bác sĩ,medical
Da thua bac si lam the nao de chup anh phong canh bang AI Generative tools a xin cam on nhieu,out-of-scope
Chào bác sĩ ạ Vết đứt tay nhỏ do dao gọt hoa quả chảy ít máu đã được rửa sạch ạ cảm ơn bác sĩ,medical
Bac si cho em hoi chtu a tac dnug cua nuoc ep can tay doi voi suc khoe la gi,faq
Em muốn hỏi là làm thế nào để học tếin Anh giao tiếp bằng React và Nodejs ạ em cảm ơn,out-of-scope
Alo bac si tac dung cua tra xanh doi voi suc khoe la gi a?,faq
Da bac si cho em hoi luu y quan trong nat khi su dung iubp la gi a !,medical
Làm sao để bảo vệ mắt và cột sống cổ khi làm việc văn phòn nhiều xin cảm ơn bác sĩ,faq
"Bac si oi cho em hoi con uong nham thuoc ngu lieu luong cuc lon sui bot mep, cuu mang voi nha bac si",emergency
